,Ratings,Full_review
12209,2,Its too big & very heavy too. Have the 1st Generation Moto phone which is still working much better than this phone. that was the perfect size which fits into the pocket very nicely. Battery life is also very bad. As everyone can see the reviews the camera is also bad. the 3 finger touch screenshot capture also doesn't work many a times. sound quality also not very good. Expected a much much better product after reading the specifications. But utterly disappointed with the product. Advice is ...
12210,5,Best Product According to price in every aspect. I have trust on Moto because I was using Moto G5S Plus till now(used for 3+ years). Love the software experience Moto provides. Would love to see more options from Moto in 15-20k and 20-25k.
12211,5,One of my favourite brand... N love to see it's coming up with better features every time ... Specially needed this kind of features in budget oriented phones... Loved it..
12212,3,"Camera is good👍🏻 not osm😮 , battery is poor according 5000mah☹ , display is osmm 🤩and selfie 👌🏻, stock android is osmm🤩. Bright ness is little bit . And osm think is** new advance system is osm🤩 ,, *& according to me its good average phone ,, # if you spend more money then i recommend you buy other one 🙋‍♂️"
12213,5,Device looks very promising and the performance is kind of okay. I was hoping with update they might push carrier aggregation (4G+) which really in this device. I like the 90Hz refresh rate and 20w turbocharger.
12214,4,"Phone is really good in terms of value. With Micromax In1 in market, this one is not ""real"" value for money, I think. Because the display is just 720p... Motorola could have opted 1080p over 90 hertz display. The processor is really good at snappy and does no lag. The camera indoor is pathetic. If we use the pro mode of the camera, we can get a better results even in indoors. Having said that, Camera works good in daylight. I purchased this phone for my father, and my main requirement for me ..."
12215,5,"There are options out there that can give you better value for money like Poco, but this is honestly a very good phone as well. If you have price constraints or don't want to shift to other phone brands, this is the Moto phone to get while the prices are still lower. Personally, from a week's usage, I can tell you that it is a great phone from moto. The selling point for gamers would be its 90HZ refresh rate which the G10 doesn't have, & its custom gametime mode that has some functionality. N..."
12216,5,Mobile is very good and performance I gifted my sister on her birthday She is very happy thank u moto and also thank u Flipkart
12217,4,Overall a decent mobile to purchase if you are not a heavy user. Camera does a good job though it gives realistic pictures so don't expect them to be extra punchy and colorful. 90 hz refresh rate makes the use smoother. Battery lasts long enough to not bother you. And moto unique features are like cherry on the top. You can go for it without even thinking twice.
12218,5,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
12219,5,"Best 👍 for who want a stock android phone lovers.., value for money 💰 I love this one.., Everything is cool and clean I like the software. Best software experience and finest finishing The only thing I don't like is the phone felt like little weight.., And is it really 64megapixel 😆 anyway Its a good stock android budget phone..,  Suggestion-- do not buy if u don't like stock android software..,"
12220,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
12221,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
12222,5,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
12223,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
12224,4,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
12225,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
12226,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
12227,4,First of all I really love Motorola This phone is really impressive with its design with its specifications its camera nd most powerful nd loved one is its pure stock android experience with moto customisation options there is no blootwere no adds no lags its pros nd now we discuss about its cons the review is true nd based on i m using various type of phone in this segment nd i also use motorola's many pjones   So the main nd major problem with motorola is hd+ display its really i feel if m...
12228,4,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
12229,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
12230,2,"You can not get the phone flip cover easily, packings was wast even first time I have seen that ther was not bubbles rap on phone,looks like that packing was totally mess..phone performance is cute good however you will get the more Phone in less price.."
12231,5,Best phone for normal users💯.  🔴Note:- This is the review after using it for 1 day.  I have ordered this for my parents and it is best phone for them.  🔊 Sound quality(loudness) is average to good. 🔋 Battery backup is also great💯 Easily handle 14 to 20 hrs with continuous usage of data and hotspot. 🔌 Charging speed is also average to good. Take almost 1+ hour from 0 to 100%. 📱 Phone comes with normal screen protector and back case. Fingerprint is also working very well. Overall 👌🏻goo...
12232,4,Using Moto for 6+ yrs. Ideal for normal users at this budget with clean UI. Same model with 6 GB RAM variant could have made this much better option to choose compare to other brands.
12233,3,"Pros: Best part is the stock android. Performance is good. Camera qualoty os also satisfactory with the price given, doesn't look truly 64MP camera though but with the price of the phone , no complaints.  Cons: Phone batyery is not so good. Charging is slow and power back is not good as well. Pocks up heat sometimes. Its bulky, did not have this expectation from moto. Screen clarity also not so great.  Expected better product from moto."
12234,4,"Build quality 5  Display 5  Colors 3  Storage capacity 5  Performance 4 (Because phone becomes slightly slow while performing multiple functions)  Camera 4 (Because night clicks are not at all up to the mark, daylight shots are clean but you get best quality only in 64 pixel shots, normal clicks would have been better)  Battery 5 absolutely amazing.  Worth the price?10 stars....!! Definitely yes... Amazing phone you can get in this price compare to other brands.  If you are looking for be..."
12235,5,"I love moto phones by its gestures and it's more than average tough body than other smartphones. This time I purchased moto again because of its good quality plus fast charging and no bloatware (Bloatware is commercial software that is preinstalled on a device by the manufacturer, whether it's useful or not, and tends to waste memory and resources. While some of these apps may be useful, the majority of them simply sit there taking up storage space and in some cases, affecting the performance..."
12236,5,"Very good Phone for gifting to elders, because of super clean software with no spoofs, a very long lasting battery and super fast and responsive display. Excellent for doing everyday tasks. Not so good for performance tasks,or for camera folks"
12237,4,"It has 64 MP quad camera that's good it depends upon how you click picture,90 HZ frequency which is nice at this price point, 5000 mAh battery that's also nice, display size is also good, screen could have been more clear when you will see it from side picture will look black, if it would have been super amoled it would have been great experience, ram is 4 GB that is good but processors could have been little bit better, it has light sensor which will adjust your phone light according, face s..."
12238,4,Don't expect much. Camera is good in outdoor but struggle in low light. Battery is good enough for one full day. Performance is above average. It is a value for money product. Far better than '12' in similar price range.
12239,5,"Superb battery life for office going persons and unique feature is that it gets charged up to 40-50 per cent in just 15-25 minutes. Camera quality is excellent only lag of focus white shooting videos. UI is pure no adds, no third party apps. Overall performance is good. I am writing this after using for more than 20 days."
12240,4,"Its a good phone for the price. Pros - 1- Excellent in hand feel and balanced weight distribution, phone feels so solid and amazing in hand!! 2- Display, even though 720p, still looks great and not pixelated and due to 90Hz it feels ultra smooth. 3- Loudspeaker is good, loud and clear, no distortion even at high volumes 4- Call quality is very good through earpiece and loudspeaker. 5- Performance is good. One ..."
12241,5,"One of the best budget smartphones available in the market. With the tough build quality and sleek design, this phone definitely stands out its competition. Camera is quite impressive for the price range, battery lasts for more than a day while data on, speakers are decent, performance wise- 4GB Ram and Snapdragon 662 work really well, however the display quality could have been better."
12242,3,"ROM AND RAM LESS Camera improved performance in both day and night Pictures looks more realistic Battery stays for 2and half days in battery saving mode for moderate use - calling, whatsapp, yutube songs, online search. Charger not as fast as Samsung charger."
12243,5,Nice mobile Camera is up to average Battery is awesome Build quality is A1 a bit heavy but not so much Performance is good Display also good with 90 hz refresh rate Stock android experience is iout of this world All over a value for money phone in 11k I am happy to buy this phone
12244,3,"I bought moto g30 and there are mainly 3 reasons not to buy it. A) 720p screen, like no one wants that.. But good enough for spare phone. B) There is no way to change SOS calling, on pressing the power button 3 times by mistake the phone will call the emergency helpline, mine does it once a day. Thanks moto. C) They have a secondary physical button which summons the Google assist, there is no way to remap it, it's totally useless. It's fine as a temporary phone or a backup phone, it can't be..."
12245,4,Value for money. Gesture feature is fun. Hey Google works like a charm. Power button position accidentally turns of phone. Display & sound are good for what you paid. Camera is ok. Charging is fast. Go for it if want all rounder under 10k
12246,5,"Nice build, Doesn't bite your pocket, battery is okay, functional side good, touch screen looks wonderful like a feather touch. More than worth for payed"
12247,5,"Camera is average...If you are not the one who is camera centric then I think it would be desirable to buy moto g30. Display is dull compared to other smartphones in this range. Battery- It is giant and nobody can beat moto with respect to battery performance. Gesture add on is a unique feature of moto which is praiseworthy. No heating issues, long battery pack up and fastness of this phone is what attracted me most. Overall a good buy."
12248,5,"Everything is working all right, camera, UI, battery , fingerprint scanner is the fastest of all. The weight is evenly distributed over the entire phone it does not feel heavy at any specific point. This photo may not be clear but the real display is best with full colors."
12249,4,"G Non nonsense, decent product for the price, good built quality, value for money & obviously the stock Android experience is always the best with the Nokia or Motorola devices...would have been even better if Motorola had launched the 6-128gb version along with this"
12250,1,"Simply worthless device ( My device at least) . Every time it gets a bit more load , it hangs and stops working. Above that I think it has some issues over wifi connectivity . All the other devices at my home work flawlessly with my router , apart from this one. In this device I get "" No Internet "" quite often while using wifi , while other devices are working fine . And there is no inbuilt app locker or something like that . My previous Redmi 5a with only 3 gb of ram was better than this."
12251,5,Everything is perfect except battery. I really love all the features. I recommend these phone to all. Battery Capacity is not good from my exceptation.
12252,4,"I was looking for a mobile which has Stock Android 11 and not much choices ware available. I went for G30 for stock Android , big battery and Motorola brand. After 1 week of usage, Battery - 5/5 awesome, Performance - 4/5 , Value for Money - 4/5 as better processor are available at lower prices but it has Stock android. So far very happy with the mobile."
12253,5,"It is nice but expected a better performance, because motrola is a very good brand . But this is good phone so guys go for it."
12254,4,Hmm... Well it's good for less usage definitely not recommending to people who always stick on their phones🍁 best for mothers and grandparents kind of...
12255,5,Wonderful product of Motorola G30 very best quality and best performance really i am very happy to purchase this product fully satisfied in this prices Very very thank you so much flippant. Com online shopping companies are very best and bileeve for my next shopping programs
12256,5,"After a two months of use, it's totally value for money. Of course it's not a perfect gaming phone but it handles COD, BGMI etc., types of heavy games smoothly. For a multi tasking person it's a perfect budget hero. And the little touches of MOTO Experience apps gives you more satisfaction for it.  Camera: it's not a premium grade but it does fairly it's job.  Ram management is good.  Cons: Hybrid sim slot Display could be a bit better."
12257,4,"Camera and battery are good. Good charging speeds. Been using it for 3 months. camera can be made better with software upgrades (but it does the job). No bloatwares,clean UI, pure stock experience."
12258,5,"It's really an underrated phone maybe because of its display. Overall the stock android combined with Moto mods give a clean and friendly software experience. The cameras are really good,they provide true to nature colours. One of the most interesting feature is NFC though many people don't use it but it's really great to get it in this price range. The carrier aggregation 2*2 Mimo works pretty well and I get 4g+ at my place. The battery backup is really great I am able to get 9+ hrs of scree..."
12259,2,"After 1 month useage of this phone I write this, I dnt like this phone as satisfied ,, bcz often heating heating , it is a irritated while using with hot 🔥🔥 phone ,... Rest of all good 😘😘😘"
12260,5,"Good buy infact best buy in this price range Built quality and user interface is too good as I have been using Moto ever since Moto G1 was in market Bought this as 1st mobile for my 7year old niece Very user friendly, rugged and well built"
